ad757fc8-6a63-4ffc-998f-9679ea1a87b0.mirbase21.mirnas.quantification.txt,Primary Tumor
1d53d32b-726b-45dd-9827-a3d365ca30b3.mirbase21.mirnas.quantification.txt,Primary Tumor
2c3c4097-ae77-4fe8-9dfa-397391796d5f.mirbase21.mirnas.quantification.txt,Primary Tumor
4282cd86-e89d-495b-8191-bd748cccd55a.mirbase21.mirnas.quantification.txt,Primary Tumor
3113b89d-b1db-4504-9175-7112fe55838c.mirbase21.mirnas.quantification.txt,Primary Tumor
8447a5b9-1c02-4c01-9551-d7396f804ab3.mirbase21.mirnas.quantification.txt,Primary Tumor
11c66820-2602-4a71-bfcb-11a2b97be9bd.mirbase21.mirnas.quantification.txt,Primary Tumor
8d1dd848-3714-4f35-abd3-69f8fc677924.mirbase21.mirnas.quantification.txt,Primary Tumor
79dadc6c-8036-449e-8ca0-a2a3a30dfae0.mirbase21.mirnas.quantification.txt,Primary Tumor
d93285f3-1947-40df-8896-cf7dcc46ad1e.mirbase21.mirnas.quantification.txt,Primary Tumor
8d0128c3-e998-4430-a2ed-e29dc9f82e53.mirbase21.mirnas.quantification.txt,Primary Tumor
cb04343d-b6bf-4636-bf9a-0d26d7861f3d.mirbase21.mirnas.quantification.txt,Primary Tumor
10d2fa8b-6270-4fc4-bf53-3713e00a6cf4.mirbase21.mirnas.quantification.txt,Primary Tumor
88ed6211-8e69-43e6-bafb-45945fa42aba.mirbase21.mirnas.quantification.txt,Primary Tumor
f8cd1e35-b3d9-41e6-b273-a084b8b8ce63.mirbase21.mirnas.quantification.txt,Primary Tumor
5d3ddf64-673c-455b-a0eb-583f7540a6e6.mirbase21.mirnas.quantification.txt,Primary Tumor
bf6469bb-9cb9-46b7-a0f3-2ae222b2de7f.mirbase21.mirnas.quantification.txt,Primary Tumor
aae70246-df33-47dd-895d-fb52f9eff158.mirbase21.mirnas.quantification.txt,Primary Tumor
5a0198ea-3052-4e2e-9d57-fbf998e7c017.mirbase21.mirnas.quantification.txt,Primary Tumor
