6fb93ce6-11eb-4fdf-8755-245e23488cd9.mirbase21.mirnas.quantification.txt,Primary Tumor
d62d55b9-f872-4494-aa9d-24a0b5433e27.mirbase21.mirnas.quantification.txt,Primary Tumor
6b4533d1-fc57-4fd0-af98-6e2c602c2216.mirbase21.mirnas.quantification.txt,Recurrent Tumor
de190290-6e24-4346-98ab-0834425ad0b8.mirbase21.mirnas.quantification.txt,Primary Tumor
238bbee5-7732-426e-a16b-ecb314494541.mirbase21.mirnas.quantification.txt,Recurrent Tumor
6cb83d4c-f14a-4d5b-b814-04d8094b393c.mirbase21.mirnas.quantification.txt,Primary Tumor
374ea621-d09e-4a34-86f7-d8d08ceae58a.mirbase21.mirnas.quantification.txt,Primary Tumor
05aa2c09-2eed-430e-aecd-5a75fe83f94a.mirbase21.mirnas.quantification.txt,Primary Tumor
bba9fdae-d13b-434b-9b49-ff7ae7a5656e.mirbase21.mirnas.quantification.txt,Primary Tumor
14df4a02-89aa-4df8-99a5-a2a696688552.mirbase21.mirnas.quantification.txt,Primary Tumor
4cf08b58-a2ee-4aed-ac62-790d49a96608.mirbase21.mirnas.quantification.txt,Primary Tumor
6519d387-d399-41b2-a1d5-7f1b05bd437b.mirbase21.mirnas.quantification.txt,Primary Tumor
07a906ea-b1bd-4c64-8427-715ea05fb6f8.mirbase21.mirnas.quantification.txt,Primary Tumor
e073607d-1d7c-40fc-9b31-eb457535a544.mirbase21.mirnas.quantification.txt,Primary Tumor
bca67c7b-20cd-4275-86a9-d47f3aea3dd3.mirbase21.mirnas.quantification.txt,Recurrent Tumor
66898e03-ca2c-4d3f-8e9a-d7b1e86590df.mirbase21.mirnas.quantification.txt,Primary Tumor
4964cb18-8df1-4c3a-9819-2ddba201cfaa.mirbase21.mirnas.quantification.txt,Primary Tumor
19aef37d-25f5-4791-950c-30bf5adf4812.mirbase21.mirnas.quantification.txt,Primary Tumor
1218f35b-2283-4187-9b80-fc6c450c233a.mirbase21.mirnas.quantification.txt,Primary Tumor
28cd254c-ea64-4a0d-8933-13b041570dc1.mirbase21.mirnas.quantification.txt,Primary Tumor
45738174-fc13-41ee-861d-8866ec437807.mirbase21.mirnas.quantification.txt,Primary Tumor
37c70e41-e396-4da2-b164-b005ca6319f1.mirbase21.mirnas.quantification.txt,Primary Tumor
67b2d39c-2300-4a88-b966-fc8af24646f3.mirbase21.mirnas.quantification.txt,Primary Tumor
a4d3b6fb-1acb-4bd7-92df-05a81ed530e1.mirbase21.mirnas.quantification.txt,Primary Tumor
e49b21e0-fabb-46d5-a35c-f2d095841dc8.mirbase21.mirnas.quantification.txt,Primary Tumor
9be2f6dd-1d19-40ef-95ec-c338d271e162.mirbase21.mirnas.quantification.txt,Primary Tumor
13056135-fc50-4686-b845-143b0c178e13.mirbase21.mirnas.quantification.txt,Primary Tumor
3e3be05e-5043-4061-9c0c-f563d3564bad.mirbase21.mirnas.quantification.txt,Primary Tumor
60fd86d1-3d7c-4183-beda-1247088cac9d.mirbase21.mirnas.quantification.txt,Primary Tumor
48709901-6b50-4ce0-8460-f76eae286d1d.mirbase21.mirnas.quantification.txt,Primary Tumor
0cf8c7a6-98bf-4c9d-85e7-658e1e623be9.mirbase21.mirnas.quantification.txt,Primary Tumor
831d5552-3af7-46a1-a9b5-bef591c79f01.mirbase21.mirnas.quantification.txt,Primary Tumor
e4b0655a-a265-4135-9da1-9cb91f955b31.mirbase21.mirnas.quantification.txt,Primary Tumor
934ffe47-c106-48d3-b194-2a756bdaf0e6.mirbase21.mirnas.quantification.txt,Primary Tumor
7dabb0c0-fa70-435c-ae99-b0e8ddc5edc6.mirbase21.mirnas.quantification.txt,Primary Tumor
09fbe8f3-1e52-4e5f-adcf-b49650d3141d.mirbase21.mirnas.quantification.txt,Primary Tumor
09e3c80e-81b5-4fe8-812a-8390f3a4cd1d.mirbase21.mirnas.quantification.txt,Primary Tumor
d9f5d02c-f378-4337-9f6d-2ee8506cfd60.mirbase21.mirnas.quantification.txt,Primary Tumor
6f4e228b-e3d7-45c7-a604-9e039012a095.mirbase21.mirnas.quantification.txt,Recurrent Tumor
7cc29a50-1bfc-44d5-9f36-3c23d45b159e.mirbase21.mirnas.quantification.txt,Primary Tumor
3d7659d2-b904-4a6c-8d0d-1df8b06f776a.mirbase21.mirnas.quantification.txt,Primary Tumor
4897ee50-c96a-4e03-b37d-2d4c0121055c.mirbase21.mirnas.quantification.txt,Primary Tumor
1627d535-cd9d-4541-9dd6-1185cb6e62db.mirbase21.mirnas.quantification.txt,Primary Tumor
fee7ac73-f2a2-404f-9807-188356ec2d9d.mirbase21.mirnas.quantification.txt,Primary Tumor
28fd3247-744e-40b6-98cc-30177e170c6d.mirbase21.mirnas.quantification.txt,Primary Tumor
37edda78-e8f9-443f-b57d-680ff4b0b5fb.mirbase21.mirnas.quantification.txt,Primary Tumor
395032f4-321b-4642-976a-eee444701547.mirbase21.mirnas.quantification.txt,Recurrent Tumor
769ee2f3-5b3e-42a5-887b-14ce2dc2dbb3.mirbase21.mirnas.quantification.txt,Primary Tumor
fc7fefe4-303d-447d-ab9e-062f6e7770d3.mirbase21.mirnas.quantification.txt,Primary Tumor
